      Freq,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),    Re(Pin),    Im(Pin),   Re(Zout),   Im(Zout),   Re(Pout),   Im(Pout),    Re(Zin),    Im(Zin),     Re(Av),     Im(Av),     Re(Ai),     Im(Ai)
 2.857e+06,  4.260e+00,  1.775e+00, -8.928e-06,  8.852e-06,  1.480e-02, -3.551e-02, -1.786e-07,  1.770e-07,  3.161e-12,  1.775e-01,  2.137e-09,  1.200e+02,  3.161e-12, -4.039e-28,  2.137e-09,  1.200e+02, -1.048e-06,  2.514e-06, -6.034e-06, -2.514e-06
 3.061e+06,  4.352e+00,  1.680e+00, -5.211e-06,  5.745e-06,  1.296e-02, -3.359e-02, -1.042e-07,  1.149e-07,  1.203e-12,  1.680e-01,  9.282e-10,  1.296e+02,  1.203e-12,  1.010e-28,  9.282e-10,  1.296e+02, -5.987e-07,  1.551e-06, -4.020e-06, -1.551e-06
 3.265e+06,  4.428e+00,  1.592e+00, -3.144e-06,  3.807e-06,  1.145e-02, -3.184e-02, -6.288e-08,  7.613e-08,  4.875e-13,  1.592e-01,  4.258e-10,  1.391e+02,  4.875e-13, -5.049e-29,  4.258e-10,  1.391e+02, -3.551e-07,  9.874e-07, -2.746e-06, -9.874e-07
 3.469e+06,  4.491e+00,  1.512e+00, -1.953e-06,  2.572e-06,  1.018e-02, -3.024e-02, -3.907e-08,  5.144e-08,  2.086e-13,  1.512e-01,  2.049e-10,  1.485e+02,  2.086e-13,  2.524e-29,  2.049e-10,  1.485e+02, -2.175e-07,  6.460e-07, -1.919e-06, -6.460e-07
 3.673e+06,  4.544e+00,  1.439e+00, -1.246e-06,  1.770e-06,  9.112e-03, -2.878e-02, -2.492e-08,  3.541e-08,  9.371e-14,  1.439e-01,  1.029e-10,  1.579e+02,  9.373e-14,  6.311e-30,  1.029e-10,  1.579e+02, -1.371e-07,  4.330e-07, -1.367e-06, -4.330e-07
 3.878e+06,  4.590e+00,  1.372e+00, -8.136e-07,  1.240e-06,  8.201e-03, -2.744e-02, -1.627e-08,  2.479e-08,  4.397e-14,  1.372e-01,  5.361e-11,  1.673e+02,  4.397e-14, -3.155e-30,  5.361e-11,  1.673e+02, -8.863e-08,  2.965e-07, -9.921e-07, -2.965e-07
 4.082e+06,  4.629e+00,  1.310e+00, -5.427e-07,  8.818e-07,  7.419e-03, -2.621e-02, -1.085e-08,  1.764e-08,  2.143e-14,  1.310e-01,  2.889e-11,  1.766e+02,  2.144e-14,  1.578e-30,  2.889e-11,  1.766e+02, -5.862e-08,  2.071e-07, -7.315e-07, -2.071e-07
 4.286e+06,  4.663e+00,  1.254e+00, -3.691e-07,  6.366e-07,  6.743e-03, -2.508e-02, -7.381e-09,  1.273e-08,  1.083e-14,  1.254e-01,  1.606e-11,  1.859e+02,  1.083e-14, -7.889e-31,  1.606e-11,  1.859e+02, -3.957e-08,  1.472e-07, -5.473e-07, -1.472e-07
 4.490e+06,  4.692e+00,  1.202e+00, -2.554e-07,  4.659e-07,  6.155e-03, -2.403e-02, -5.108e-09,  9.319e-09,  5.648e-15,  1.202e-01,  9.176e-12,  1.952e+02,  5.647e-15,  0.000e+00,  9.176e-12,  1.952e+02, -2.722e-08,  1.063e-07, -4.150e-07, -1.063e-07
 4.694e+06,  4.718e+00,  1.153e+00, -1.796e-07,  3.454e-07,  5.640e-03, -2.307e-02, -3.592e-09,  6.907e-09,  3.025e-15,  1.153e-01,  5.371e-12,  2.045e+02,  3.031e-15,  1.972e-31,  5.371e-12,  2.045e+02, -1.903e-08,  7.785e-08, -3.184e-07, -7.785e-08
 4.898e+06,  4.741e+00,  1.109e+00, -1.282e-07,  2.590e-07,  5.187e-03, -2.218e-02, -2.563e-09,  5.180e-09,  1.665e-15,  1.109e-01,  3.218e-12,  2.138e+02,  1.670e-15,  9.861e-32,  3.218e-12,  2.138e+02, -1.352e-08,  5.780e-08, -2.471e-07, -5.780e-08
 5.102e+06,  4.761e+00,  1.067e+00, -9.271e-08,  1.964e-07,  4.786e-03, -2.135e-02, -1.854e-09,  3.927e-09,  9.472e-16,  1.067e-01,  1.980e-12,  2.230e+02,  9.431e-16, -4.930e-32,  1.980e-12,  2.230e+02, -9.737e-09,  4.343e-08, -1.937e-07, -4.343e-08
 5.306e+06,  4.779e+00,  1.029e+00, -6.790e-08,  1.504e-07,  4.429e-03, -2.057e-02, -1.358e-09,  3.008e-09,  5.412e-16,  1.029e-01,  1.234e-12,  2.323e+02,  5.446e-16,  2.465e-32,  1.224e-12,  2.323e+02, -7.105e-09,  3.300e-08, -1.533e-07, -3.300e-08
 5.510e+06,  4.794e+00,  9.928e-01, -5.032e-08,  1.163e-07,  4.111e-03, -1.986e-02, -1.006e-09,  2.326e-09,  3.227e-16,  9.928e-02,  7.805e-13,  2.415e+02,  3.211e-16,  0.000e+00,  7.805e-13,  2.415e+02, -5.247e-09,  2.534e-08, -1.224e-07, -2.534e-08
 5.714e+06,  4.809e+00,  9.591e-01, -3.769e-08,  9.071e-08,  3.826e-03, -1.918e-02, -7.537e-10,  1.814e-09,  1.908e-16,  9.591e-02,  5.049e-13,  2.507e+02,  1.930e-16,  1.233e-32,  5.049e-13,  2.507e+02, -3.918e-09,  1.965e-08, -9.850e-08, -1.965e-08
 5.918e+06,  4.822e+00,  9.276e-01, -2.851e-08,  7.135e-08,  3.569e-03, -1.855e-02, -5.702e-10,  1.427e-09,  1.180e-16,  9.276e-02,  3.333e-13,  2.599e+02,  1.181e-16,  1.849e-32,  3.428e-13,  2.599e+02, -2.957e-09,  1.537e-08, -7.987e-08, -1.537e-08
 6.122e+06,  4.833e+00,  8.981e-01, -2.177e-08,  5.656e-08,  3.338e-03, -1.796e-02, -4.354e-10,  1.131e-09,  7.633e-17,  8.981e-02,  2.177e-13,  2.691e+02,  7.346e-17,  0.000e+00,  2.177e-13,  2.691e+02, -2.252e-09,  1.212e-08, -6.523e-08, -1.212e-08
 6.327e+06,  4.844e+00,  8.703e-01, -1.677e-08,  4.516e-08,  3.128e-03, -1.741e-02, -3.354e-10,  9.032e-10,  4.684e-17,  8.703e-02,  1.470e-13,  2.783e+02,  4.642e-17,  0.000e+00,  1.470e-13,  2.783e+02, -1.731e-09,  9.635e-09, -5.362e-08, -9.635e-09
 6.531e+06,  4.853e+00,  8.442e-01, -1.303e-08,  3.631e-08,  2.937e-03, -1.688e-02, -2.605e-10,  7.262e-10,  3.469e-17,  8.442e-02,  1.057e-13,  2.874e+02,  2.976e-17, -1.541e-33,  1.163e-13,  2.874e+02, -1.342e-09,  7.715e-09, -4.435e-08, -7.715e-09
 6.735e+06,  4.862e+00,  8.196e-01, -1.020e-08,  2.938e-08,  2.763e-03, -1.639e-02, -2.039e-10,  5.876e-10,  2.255e-17,  8.196e-02,  8.797e-14,  2.966e+02,  1.934e-17,  1.541e-33,  7.917e-14,  2.966e+02, -1.048e-09,  6.220e-09, -3.690e-08, -6.220e-09
 6.939e+06,  4.870e+00,  7.963e-01, -8.038e-09,  2.392e-08,  2.604e-03, -1.593e-02, -1.608e-10,  4.784e-10,  1.214e-17,  7.963e-02,  4.415e-14,  3.058e+02,  1.274e-17,  0.000e+00,  5.151e-14,  3.058e+02, -8.253e-10,  5.047e-09, -3.086e-08, -5.047e-09
 7.143e+06,  4.877e+00,  7.743e-01, -6.380e-09,  1.959e-08,  2.459e-03, -1.549e-02, -1.276e-10,  3.917e-10,  1.041e-17,  7.743e-02,  4.331e-14,  3.149e+02,  8.487e-18,  0.000e+00,  4.331e-14,  3.149e+02, -6.541e-10,  4.120e-09, -2.595e-08, -4.120e-09
 7.347e+06,  4.884e+00,  7.534e-01, -5.097e-09,  1.613e-08,  2.325e-03, -1.507e-02, -1.019e-10,  3.225e-10,  5.204e-18,  7.534e-02,  2.091e-14,  3.241e+02,  5.721e-18,  0.000e+00,  2.091e-14,  3.241e+02, -5.219e-10,  3.383e-09, -2.193e-08, -3.383e-09
 7.551e+06,  4.890e+00,  7.337e-01, -4.097e-09,  1.335e-08,  2.202e-03, -1.467e-02, -8.195e-11,  2.669e-10,  3.469e-18,  7.337e-02,  8.874e-15,  3.332e+02,  3.899e-18,  0.000e+00,  1.775e-14,  3.332e+02, -4.190e-10,  2.792e-09, -1.861e-08, -2.792e-09
 7.755e+06,  4.896e+00,  7.149e-01, -3.313e-09,  1.110e-08,  2.088e-03, -1.430e-02, -6.625e-11,  2.220e-10,  1.735e-18,  7.149e-02,  7.565e-15,  3.424e+02,  2.684e-18, -9.630e-35,  7.565e-15,  3.424e+02, -3.383e-10,  2.317e-09, -1.587e-08, -2.317e-09
 7.959e+06,  4.901e+00,  6.971e-01, -2.693e-09,  9.275e-09,  1.983e-03, -1.394e-02, -5.386e-11,  1.855e-10,  3.469e-18,  6.971e-02,  1.295e-14,  3.515e+02,  1.866e-18, -9.630e-35,  1.295e-14,  3.515e+02, -2.747e-10,  1.932e-09, -1.358e-08, -1.932e-09
 8.163e+06,  4.906e+00,  6.801e-01, -2.201e-09,  7.785e-09,  1.885e-03, -1.360e-02, -4.401e-11,  1.557e-10,  1.735e-18,  6.801e-02,  1.113e-14,  3.607e+02,  1.309e-18,  4.815e-35,  1.113e-14,  3.607e+02, -2.243e-10,  1.618e-09, -1.167e-08, -1.618e-09
 8.367e+06,  4.910e+00,  6.639e-01, -1.807e-09,  6.561e-09,  1.795e-03, -1.328e-02, -3.614e-11,  1.312e-10, -1.735e-18,  6.639e-02, -0.000e+00,  3.698e+02,  9.263e-19, -4.815e-35, -9.601e-15,  3.698e+02, -1.840e-10,  1.361e-09, -1.007e-08, -1.361e-09
 8.571e+06,  4.914e+00,  6.484e-01, -1.491e-09,  5.552e-09,  1.711e-03, -1.297e-02, -2.982e-11,  1.110e-10, -1.735e-18,  6.484e-02, -0.000e+00,  3.790e+02,  6.611e-19, -4.815e-35, -0.000e+00,  3.790e+02, -1.517e-10,  1.150e-09, -8.715e-09, -1.150e-09
 8.776e+06,  4.918e+00,  6.337e-01, -1.236e-09,  4.717e-09,  1.633e-03, -1.267e-02, -2.472e-11,  9.434e-11,  1.735e-18,  6.337e-02,  7.219e-15,  3.881e+02,  4.755e-19,  0.000e+00,  7.219e-15,  3.881e+02, -1.256e-10,  9.752e-10, -7.570e-09, -9.752e-10
 8.980e+06,  4.922e+00,  6.196e-01, -1.029e-09,  4.022e-09,  1.560e-03, -1.239e-02, -2.058e-11,  8.044e-11,  0.000e+00,  6.196e-02,  6.290e-15,  3.972e+02,  3.447e-19,  1.204e-35, -0.000e+00,  3.972e+02, -1.045e-10,  8.303e-10, -6.596e-09, -8.303e-10
 9.184e+06,  4.925e+00,  6.061e-01, -8.599e-10,  3.441e-09,  1.491e-03, -1.212e-02, -1.720e-11,  6.882e-11,  8.674e-19,  6.061e-02,  5.498e-15,  4.063e+02,  2.516e-19,  0.000e+00,  5.498e-15,  4.063e+02, -8.729e-11,  7.094e-10, -5.765e-09, -7.094e-10
 9.388e+06,  4.929e+00,  5.931e-01, -7.215e-10,  2.954e-09,  1.428e-03, -1.186e-02, -1.443e-11,  5.909e-11, -8.674e-19,  5.931e-02, -0.000e+00,  4.155e+02,  1.850e-19,  0.000e+00, -0.000e+00,  4.155e+02, -7.320e-11,  6.082e-10, -5.054e-09, -6.082e-10
 9.592e+06,  4.932e+00,  5.807e-01, -6.077e-10,  2.545e-09,  1.368e-03, -1.161e-02, -1.215e-11,  5.089e-11,  1.735e-18,  5.807e-02,  8.475e-15,  4.246e+02,  1.369e-19, -6.019e-36,  8.475e-15,  4.246e+02, -6.162e-11,  5.232e-10, -4.443e-09, -5.232e-10
 9.796e+06,  4.934e+00,  5.688e-01, -5.137e-10,  2.198e-09,  1.312e-03, -1.138e-02, -1.027e-11,  4.397e-11,  0.000e+00,  5.688e-02, -0.000e+00,  4.337e+02,  1.019e-19,  0.000e+00, -7.471e-15,  4.337e+02, -5.205e-11,  4.515e-10, -3.917e-09, -4.515e-10
 1.000e+07,  4.937e+00,  5.574e-01, -4.357e-10,  1.905e-09,  1.259e-03, -1.115e-02, -8.715e-12,  3.810e-11,  8.674e-19,  5.574e-02, -0.000e+00,  4.428e+02,  7.638e-20,  3.009e-36, -0.000e+00,  4.428e+02, -4.413e-11,  3.909e-10, -3.462e-09, -3.909e-10
