      Freq,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),    Re(Pin),    Im(Pin),   Re(Zout),   Im(Zout),   Re(Pout),   Im(Pout),    Re(Zin),    Im(Zin),     Re(Av),     Im(Av),     Re(Ai),     Im(Ai)
        Hz,          V,          V,          V,          V,          A,          A,          A,          A,          W,          W,       Ohms,       Ohms,          W,          W,       Ohms,       Ohms,          L,          L,          L,          L
 1.477e+05,  4.877e+00,  1.347e-01, -6.936e-03,  7.632e-01,  2.464e-03, -2.695e-03, -1.387e-04,  1.526e-02,  1.165e-02,  1.347e-02,  1.264e+03, -9.928e+02,  1.165e-02, -9.893e-19,  8.740e+02,  1.011e+03,  2.899e-03,  1.564e-01, -3.111e+00,  2.793e+00
 1.544e+05,  4.511e+00,  9.201e-01, -4.316e-01,  1.083e+00,  9.775e-03, -1.840e-02, -8.632e-03,  2.165e-02,  2.717e-02,  9.201e-02,  1.001e+02,  2.638e+02,  2.717e-02,  3.469e-18,  6.257e+01,  2.119e+02, -4.486e-02,  2.491e-01, -1.112e+00,  1.216e-01
 1.611e+05,  3.441e+00, -1.103e+00, -1.616e+00, -1.240e+00,  3.117e-02,  2.206e-02, -3.231e-02, -2.480e-02,  8.295e-02, -1.103e-01,  4.889e+01, -7.039e+01,  8.295e-02, -6.939e-18,  5.688e+01, -7.562e+01, -3.210e-01, -4.632e-01, -1.066e+00, -4.148e-02
 1.678e+05,  4.843e+00, -2.286e-01, -1.267e-01, -8.313e-01,  3.136e-03,  4.573e-03, -2.535e-03, -1.663e-02,  1.414e-02, -2.286e-02,  1.317e+02, -4.470e+02,  1.414e-02, -2.168e-18,  4.600e+02, -7.436e+02, -1.802e-02, -1.725e-01, -2.731e+00, -1.319e+00
 1.745e+05,  4.821e+00,  4.367e-01,  1.061e-01, -8.129e-01,  3.579e-03, -8.735e-03,  2.123e-03, -1.626e-02,  1.344e-02,  4.367e-02,  6.573e+02,  8.498e+02,  1.344e-02,  2.168e-19,  1.508e+02,  4.901e+02,  6.684e-03, -1.692e-01,  1.679e+00, -4.450e-01
 1.812e+05,  3.647e+00,  1.260e+00,  1.279e+00, -1.309e+00,  2.707e-02, -2.519e-02,  2.558e-02, -2.617e-02,  6.697e-02,  1.260e-01,  6.145e+01,  1.026e+02,  6.697e-02,  0.000e+00,  4.897e+01,  9.212e+01,  2.026e-01, -4.288e-01,  9.886e-01, -4.668e-02
 1.879e+05,  4.478e+00, -8.204e-01,  5.653e-01,  1.160e+00,  1.044e-02,  1.641e-02,  1.131e-02,  2.319e-02,  3.328e-02, -8.204e-02,  5.501e+01, -1.740e+02,  3.328e-02, -1.735e-18,  8.801e+01, -2.169e+02,  7.624e-02,  2.729e-01,  1.318e+00,  1.496e-01
 1.946e+05,  4.880e+00,  2.968e-02,  3.841e-02,  7.651e-01,  2.409e-03, -5.936e-04,  7.683e-04,  1.530e-02,  1.174e-02,  2.968e-03,  3.258e+02, -7.434e+02,  1.174e-02,  5.421e-19,  1.907e+03,  4.820e+02,  8.826e-03,  1.568e-01, -1.175e+00,  6.062e+00
 2.014e+05,  4.709e+00,  6.927e-01, -2.233e-01,  9.163e-01,  5.816e-03, -1.385e-02, -4.467e-03,  1.833e-02,  1.779e-02,  6.927e-02,  2.123e+02,  4.791e+02,  1.779e-02,  8.674e-19,  7.880e+01,  3.068e+02, -1.840e-02,  1.973e-01, -1.240e+00,  1.980e-01
 2.081e+05,  2.553e+00,  4.384e-01, -2.418e+00,  4.559e-01,  4.895e-02, -8.768e-03, -4.836e-02,  9.117e-03,  1.211e-01,  4.384e-02,  5.139e+01,  1.814e+01,  1.211e-01, -6.939e-18,  4.897e+01,  1.773e+01, -8.904e-01,  3.315e-01, -9.896e-01,  8.993e-03
 2.148e+05,  4.716e+00, -5.232e-01, -3.063e-01, -9.866e-01,  5.687e-03,  1.046e-02, -6.125e-03, -1.973e-02,  2.134e-02, -5.232e-02,  6.503e+01, -2.509e+02,  2.134e-02, -2.602e-18,  1.505e+02, -3.689e+02, -4.123e-02, -2.138e-01, -1.701e+00, -3.393e-01
 2.215e+05,  4.877e+00,  1.835e-01,  4.365e-03, -7.525e-01,  2.460e-03, -3.670e-03,  8.730e-05, -1.505e-02,  1.133e-02,  1.835e-02,  7.267e+02, -1.000e+03,  1.133e-02,  2.304e-19,  5.801e+02,  9.400e+02, -4.903e-03, -1.541e-01,  2.840e+00, -1.880e+00
 2.282e+05,  4.594e+00,  8.633e-01,  3.303e-01, -1.005e+00,  8.114e-03, -1.727e-02,  6.606e-03, -2.010e-02,  2.237e-02,  8.633e-02,  1.430e+02,  3.501e+02,  2.237e-02, -8.674e-19,  6.148e+01,  2.372e+02,  2.975e-02, -2.243e-01,  1.101e+00, -1.347e-01
 2.349e+05,  2.632e+00, -4.622e-01,  2.403e+00,  4.946e-01,  4.736e-02,  9.245e-03,  4.806e-02,  9.891e-03,  1.204e-01, -4.622e-02,  4.873e+01, -1.930e+01,  1.204e-01,  1.041e-17,  5.171e+01, -1.985e+01,  8.536e-01,  3.378e-01,  1.017e+00,  1.036e-02
 2.416e+05,  4.772e+00, -4.068e-01,  2.421e-01,  9.293e-01,  4.559e-03,  8.136e-03,  4.842e-03,  1.859e-02,  1.844e-02, -4.068e-02,  6.891e+01, -2.815e+02,  1.844e-02,  0.000e+00,  2.121e+02, -4.677e+02,  3.389e-02,  1.976e-01,  1.992e+00,  5.212e-01
 2.483e+05,  4.873e+00,  2.386e-01, -1.524e-02,  7.489e-01,  2.536e-03, -4.771e-03, -3.047e-04,  1.498e-02,  1.122e-02,  2.386e-02,  8.179e+02, -1.034e+03,  1.122e-02, -8.945e-19,  3.843e+02,  8.171e+02,  4.386e-03,  1.535e-01, -2.474e+00,  1.251e+00
 2.550e+05,  4.580e+00,  8.910e-01, -3.370e-01,  1.008e+00,  8.399e-03, -1.782e-02, -6.741e-03,  2.016e-02,  2.259e-02,  8.910e-02,  1.476e+02,  3.526e+02,  2.259e-02,  8.674e-19,  5.820e+01,  2.296e+02, -2.966e-02,  2.258e-01, -1.071e+00,  1.267e-01
 2.618e+05,  2.557e+00, -2.779e-01, -2.466e+00, -2.953e-01,  4.885e-02,  5.558e-03, -4.932e-02, -5.906e-03,  1.234e-01, -2.779e-02,  4.911e+01, -1.129e+01,  1.234e-01,  5.204e-18,  5.104e+01, -1.149e+01, -9.407e-01, -2.177e-01, -1.010e+00, -5.958e-03
 2.685e+05,  4.744e+00, -4.558e-01, -2.839e-01, -9.631e-01,  5.126e-03,  9.115e-03, -5.679e-03, -1.926e-02,  2.016e-02, -4.558e-02,  6.063e+01, -2.509e+02,  2.016e-02,  0.000e+00,  1.844e+02, -4.167e+02, -3.998e-02, -2.069e-01, -1.872e+00, -4.296e-01
 2.752e+05,  4.880e+00,  1.842e-01, -8.315e-03, -7.423e-01,  2.398e-03, -3.684e-03, -1.663e-04, -1.485e-02,  1.102e-02,  1.842e-02,  3.832e+02, -8.255e+02,  1.102e-02, -1.924e-18,  5.706e+02,  9.534e+02, -7.435e-03, -1.518e-01,  2.810e+00, -1.874e+00
 2.819e+05,  4.691e+00,  7.568e-01,  2.242e-01, -9.085e-01,  6.175e-03, -1.514e-02,  4.485e-03, -1.817e-02,  1.751e-02,  7.568e-02,  2.643e+02,  5.278e+02,  1.751e-02, -8.674e-19,  6.553e+01,  2.832e+02,  1.614e-02, -1.963e-01,  1.133e+00, -1.658e-01
 2.886e+05,  2.927e+00,  1.030e+00,  1.979e+00, -1.045e+00,  4.146e-02, -2.060e-02,  3.957e-02, -2.089e-02,  1.001e-01,  1.030e-01,  5.632e+01,  5.252e+01,  1.001e-01, -6.939e-18,  4.672e+01,  4.807e+01,  4.897e-01, -5.292e-01,  9.664e-01, -2.378e-02
 2.953e+05,  4.527e+00, -7.382e-01,  5.431e-01,  1.141e+00,  9.466e-03,  1.476e-02,  1.086e-02,  2.282e-02,  3.195e-02, -7.382e-02,  4.849e+01, -1.681e+02,  3.195e-02,  0.000e+00,  1.039e+02, -2.400e+02,  7.682e-02,  2.646e-01,  1.430e+00,  1.810e-01
 3.020e+05,  4.878e+00,  8.123e-04,  7.442e-02,  7.674e-01,  2.437e-03, -1.625e-05,  1.488e-03,  1.535e-02,  1.189e-02,  8.123e-05,  1.253e+02, -4.825e+02,  1.189e-02, -2.168e-19,  2.001e+03,  1.367e+01,  1.528e-02,  1.573e-01,  5.686e-01,  6.301e+00
 3.087e+05,  4.822e+00,  4.987e-01, -8.769e-02,  7.766e-01,  3.565e-03, -9.974e-03, -1.754e-03,  1.553e-02,  1.222e-02,  4.987e-02,  1.823e+03,  4.710e+02,  1.222e-02,  4.337e-19,  1.089e+02,  4.445e+02, -1.511e-03,  1.612e-01, -1.437e+00,  3.376e-01
 3.154e+05,  4.307e+00,  1.144e+00, -5.779e-01,  1.158e+00,  1.385e-02, -2.287e-02, -1.156e-02,  2.316e-02,  3.351e-02,  1.144e-01,  1.019e+02,  2.302e+02,  3.351e-02, -1.735e-18,  4.687e+01,  1.600e+02, -5.864e-02,  2.844e-01, -9.649e-01,  7.903e-02
 3.222e+05,  2.982e+00, -8.402e-01, -2.107e+00, -9.336e-01,  4.037e-02,  1.680e-02, -4.215e-02, -1.867e-02,  1.062e-01, -8.402e-02,  4.665e+01, -4.045e+01,  1.062e-01, -6.939e-18,  5.557e+01, -4.394e+01, -5.730e-01, -4.746e-01, -1.054e+00, -2.382e-02
 3.289e+05,  4.753e+00, -4.187e-01, -2.848e-01, -9.569e-01,  4.932e-03,  8.374e-03, -5.696e-03, -1.914e-02,  1.994e-02, -4.187e-02,  5.387e+01, -2.383e+02,  1.994e-02, -1.735e-18,  2.111e+02, -4.433e+02, -4.186e-02, -2.050e-01, -1.994e+00, -4.942e-01
 3.356e+05,  4.885e+00,  1.430e-01, -3.519e-02, -7.353e-01,  2.302e-03, -2.860e-03, -7.039e-04, -1.471e-02,  1.084e-02,  1.430e-02,  1.731e+02, -5.913e+02,  1.084e-02,  3.253e-19,  8.041e+02,  1.061e+03, -1.160e-02, -1.502e-01,  3.000e+00, -2.661e+00
 3.423e+05,  4.794e+00,  5.882e-01,  1.125e-01, -7.916e-01,  4.110e-03, -1.176e-02,  2.249e-03, -1.583e-02,  1.279e-02,  5.882e-02,  1.388e+03,  8.038e+02,  1.279e-02, -4.337e-19,  8.233e+01,  3.788e+02,  3.151e-03, -1.655e-01,  1.259e+00, -2.487e-01
 3.490e+05,  4.270e+00,  1.180e+00,  6.018e-01, -1.168e+00,  1.460e-02, -2.359e-02,  1.204e-02, -2.335e-02,  3.451e-02,  1.180e-01,  1.032e+02,  2.265e+02,  3.451e-02,  5.204e-18,  4.482e+01,  1.532e+02,  6.075e-02, -2.902e-01,  9.439e-01, -7.398e-02
 3.557e+05,  2.728e+00, -5.775e-01,  2.339e+00,  6.282e-01,  4.543e-02,  1.155e-02,  4.677e-02,  1.256e-02,  1.173e-01, -5.775e-02,  4.747e+01, -2.486e+01,  1.173e-01,  0.000e+00,  5.337e+01, -2.628e+01,  7.738e-01,  3.940e-01,  1.033e+00,  1.394e-02
 3.624e+05,  4.673e+00, -5.433e-01,  3.926e-01,  1.039e+00,  6.545e-03,  1.087e-02,  7.853e-03,  2.078e-02,  2.468e-02, -5.433e-02,  4.672e+01, -1.949e+02,  2.468e-02, -1.735e-18,  1.534e+02, -3.377e+02,  5.740e-02,  2.291e-01,  1.723e+00,  3.150e-01
 3.691e+05,  4.881e+00,  2.408e-02,  8.243e-02,  7.583e-01,  2.387e-03, -4.816e-04,  1.649e-03,  1.517e-02,  1.164e-02,  2.408e-03,  9.129e+01, -4.197e+02,  1.164e-02, -4.337e-19,  1.963e+03,  4.062e+02,  1.765e-02,  1.553e-01, -5.684e-01,  6.240e+00
 3.758e+05,  4.857e+00,  4.105e-01, -3.769e-02,  7.252e-01,  2.866e-03, -8.209e-03, -7.538e-04,  1.450e-02,  1.055e-02,  4.105e-02,  6.634e+02, -1.031e+03,  1.055e-02, -3.253e-19,  1.395e+02,  5.429e+02,  4.826e-03,  1.489e-01, -1.604e+00,  4.679e-01
 3.826e+05,  4.679e+00,  8.217e-01, -2.146e-01,  8.843e-01,  6.426e-03, -1.643e-02, -4.291e-03,  1.769e-02,  1.656e-02,  8.217e-02,  3.877e+02,  6.274e+02,  1.656e-02, -4.337e-19,  5.319e+01,  2.639e+02, -1.228e-02,  1.912e-01, -1.022e+00,  1.385e-01
 3.893e+05,  3.864e+00,  1.335e+00, -9.771e-01,  1.286e+00,  2.272e-02, -2.669e-02, -1.954e-02,  2.572e-02,  5.217e-02,  1.335e-01,  7.976e+01,  1.462e+02,  5.217e-02,  3.469e-18,  4.246e+01,  1.086e+02, -1.232e-01,  3.754e-01, -9.201e-01,  5.105e-02
 3.960e+05,  3.044e+00, -8.589e-01, -2.068e+00, -9.688e-01,  3.911e-02,  1.718e-02, -4.136e-02, -1.938e-02,  1.043e-01, -8.589e-02,  4.553e+01, -4.226e+01,  1.043e-01,  1.388e-17,  5.717e+01, -4.707e+01, -5.461e-01, -4.723e-01, -1.069e+00, -2.590e-02
 4.027e+05,  4.645e+00, -5.695e-01, -4.361e-01, -1.065e+00,  7.102e-03,  1.139e-02, -8.722e-03, -2.131e-02,  2.650e-02, -5.695e-02,  4.324e+01, -1.792e+02,  2.650e-02,  3.469e-18,  1.471e+02, -3.161e+02, -6.479e-02, -2.373e-01, -1.691e+00, -2.884e-01
 4.094e+05,  4.868e+00, -6.181e-02, -1.250e-01, -7.886e-01,  2.635e-03,  1.236e-03, -2.501e-03, -1.577e-02,  1.275e-02, -6.181e-03,  6.295e+01, -3.327e+02,  1.275e-02,  0.000e+00,  1.505e+03, -7.296e+02, -2.363e-02, -1.623e-01, -3.079e+00, -4.541e+00
 4.161e+05,  4.884e+00,  2.668e-01, -1.537e-02, -7.041e-01,  2.323e-03, -5.336e-03, -3.073e-04, -1.408e-02,  9.919e-03,  2.668e-02,  1.608e+02, -6.007e+02,  9.919e-03, -8.945e-19,  2.929e+02,  7.878e+02, -1.099e-02, -1.436e-01,  2.197e+00, -1.014e+00
 4.228e+05,  4.824e+00,  5.526e-01,  7.229e-02, -7.348e-01,  3.526e-03, -1.105e-02,  1.446e-03, -1.470e-02,  1.090e-02,  5.526e-02,  1.313e+03, -1.074e+03,  1.090e-02, -2.168e-19,  8.102e+01,  4.106e+02, -2.433e-03, -1.520e-01,  1.245e+00, -2.663e-01
 4.295e+05,  4.659e+00,  8.718e-01,  2.220e-01, -8.831e-01,  6.822e-03, -1.744e-02,  4.440e-03, -1.766e-02,  1.658e-02,  8.718e-02,  4.219e+02,  6.429e+02,  1.658e-02, -1.735e-18,  4.730e+01,  2.487e+02,  1.177e-02, -1.918e-01,  9.648e-01, -1.229e-01
 4.362e+05,  4.172e+00,  1.267e+00,  6.626e-01, -1.188e+00,  1.656e-02, -2.533e-02,  1.325e-02, -2.377e-02,  3.702e-02,  1.267e-01,  1.066e+02,  2.179e+02,  3.702e-02, -3.469e-18,  4.042e+01,  1.383e+02,  6.626e-02, -3.050e-01,  8.968e-01, -6.328e-02
 4.430e+05,  2.703e+00,  8.562e-01,  2.177e+00, -8.572e-01,  4.593e-02, -1.712e-02,  4.355e-02, -1.714e-02,  1.095e-01,  8.562e-02,  5.645e+01,  3.943e+01,  1.095e-01, -1.388e-17,  4.558e+01,  3.563e+01,  6.407e-01, -5.200e-01,  9.546e-01, -1.740e-02
 4.497e+05,  3.631e+00, -1.028e+00,  1.527e+00,  1.258e+00,  2.739e-02,  2.055e-02,  3.054e-02,  2.516e-02,  7.831e-02, -1.028e-01,  4.235e+01, -7.066e+01,  7.831e-02,  0.000e+00,  6.678e+01, -8.765e+01,  2.986e-01,  4.311e-01,  1.155e+00,  5.235e-02
 4.564e+05,  4.588e+00, -6.222e-01,  5.169e-01,  1.111e+00,  8.231e-03,  1.244e-02,  1.034e-02,  2.222e-02,  3.002e-02, -6.222e-02,  3.962e+01, -1.580e+02,  3.002e-02,  5.204e-18,  1.349e+02, -2.795e+02,  7.839e-02,  2.527e-01,  1.624e+00,  2.434e-01
 4.631e+05,  4.818e+00, -2.364e-01,  2.241e-01,  8.786e-01,  3.645e-03,  4.728e-03,  4.483e-03,  1.757e-02,  1.644e-02, -2.364e-02,  4.378e+01, -2.403e+02,  1.644e-02,  1.735e-18,  4.614e+02, -6.633e+02,  3.748e-02,  1.842e-01,  2.789e+00,  1.202e+00
 4.698e+05,  4.880e+00,  1.695e-02,  1.089e-01,  7.557e-01,  2.390e-03, -3.390e-04,  2.178e-03,  1.511e-02,  1.166e-02,  1.695e-03,  5.576e+01, -3.292e+02,  1.166e-02, -2.168e-19,  2.001e+03,  2.909e+02,  2.285e-02,  1.548e-01,  1.394e-02,  6.326e+00
 4.765e+05,  4.892e+00,  2.019e-01,  4.757e-02,  6.972e-01,  2.163e-03, -4.039e-03,  9.514e-04,  1.394e-02,  9.768e-03,  2.019e-02,  8.128e+01, -4.368e+02,  9.768e-03,  0.000e+00,  4.653e+02,  9.620e+02,  1.558e-02,  1.419e-01, -2.585e+00,  1.620e+00
 4.832e+05,  4.881e+00,  3.505e-01,  5.624e-03,  6.769e-01,  2.381e-03, -7.010e-03,  1.125e-04,  1.354e-02,  9.164e-03,  3.505e-02,  1.365e+02, -5.811e+02,  9.164e-03, -6.912e-19,  1.672e+02,  6.395e+02,  1.105e-02,  1.379e-01, -1.727e+00,  6.025e-01
 4.899e+05,  4.857e+00,  4.775e-01, -2.949e-02,  6.811e-01,  2.853e-03, -9.550e-03, -5.899e-04,  1.362e-02,  9.296e-03,  4.775e-02,  2.700e+02, -7.897e+02,  9.296e-03, -2.168e-19,  9.358e+01,  4.807e+02,  7.639e-03,  1.395e-01, -1.327e+00,  3.345e-01
 4.966e+05,  4.825e+00,  5.896e-01, -6.311e-02,  7.019e-01,  3.499e-03, -1.179e-02, -1.262e-03,  1.404e-02,  9.932e-03,  5.896e-02,  6.396e+02, -1.065e+03,  9.932e-03, -1.084e-18,  6.564e+01,  3.897e+02,  4.626e-03,  1.449e-01, -1.123e+00,  2.263e-01
 5.034e+05,  4.787e+00,  6.889e-01, -9.716e-02,  7.328e-01,  4.266e-03, -1.378e-02, -1.943e-03,  1.466e-02,  1.093e-02,  6.889e-02,  1.561e+03, -9.878e+02,  1.093e-02, -6.505e-19,  5.253e+01,  3.311e+02,  1.698e-03,  1.528e-01, -1.010e+00,  1.718e-01
 5.101e+05,  4.746e+00,  7.743e-01, -1.311e-01,  7.677e-01,  5.083e-03, -1.549e-02, -2.622e-03,  1.535e-02,  1.213e-02,  7.743e-02,  1.931e+03,  2.344e+02,  1.213e-02, -4.337e-19,  4.567e+01,  2.915e+02, -1.195e-03,  1.620e-01, -9.453e-01,  1.410e-01
 5.168e+05,  4.708e+00,  8.426e-01, -1.619e-01,  8.003e-01,  5.848e-03, -1.685e-02, -3.238e-03,  1.601e-02,  1.333e-02,  8.426e-02,  1.288e+03,  7.903e+02,  1.333e-02,  4.337e-19,  4.190e+01,  2.648e+02, -3.842e-03,  1.707e-01, -9.072e-01,  1.227e-01
 5.235e+05,  4.678e+00,  8.900e-01, -1.849e-01,  8.238e-01,  6.434e-03, -1.780e-02, -3.698e-03,  1.648e-02,  1.426e-02,  8.900e-02,  9.256e+02,  8.193e+02,  1.426e-02, -1.301e-18,  3.980e+01,  2.484e+02, -5.809e-03,  1.772e-01, -8.851e-01,  1.122e-01
 5.302e+05,  4.664e+00,  9.129e-01, -1.950e-01,  8.332e-01,  6.713e-03, -1.826e-02, -3.901e-03,  1.666e-02,  1.464e-02,  9.129e-02,  8.235e+02,  8.018e+02,  1.464e-02, -4.337e-19,  3.870e+01,  2.412e+02, -6.600e-03,  1.799e-01, -8.732e-01,  1.074e-01
 5.369e+05,  4.669e+00,  9.094e-01, -1.895e-01,  8.254e-01,  6.614e-03, -1.819e-02, -3.790e-03,  1.651e-02,  1.434e-02,  9.094e-02,  9.145e+02,  8.146e+02,  1.434e-02,  0.000e+00,  3.830e+01,  2.428e+02, -5.927e-03,  1.779e-01, -8.685e-01,  1.075e-01
 5.436e+05,  4.692e+00,  8.796e-01, -1.692e-01,  8.010e-01,  6.155e-03, -1.759e-02, -3.384e-03,  1.602e-02,  1.341e-02,  8.796e-02,  1.282e+03,  7.850e+02,  1.341e-02,  0.000e+00,  3.859e+01,  2.532e+02, -3.918e-03,  1.714e-01, -8.713e-01,  1.125e-01
 5.503e+05,  4.728e+00,  8.258e-01, -1.385e-01,  7.639e-01,  5.434e-03, -1.652e-02, -2.771e-03,  1.528e-02,  1.206e-02,  8.258e-02,  1.961e+03,  1.505e+02,  1.206e-02,  4.337e-19,  3.988e+01,  2.732e+02, -1.050e-03,  1.617e-01, -8.845e-01,  1.233e-01
 5.571e+05,  4.770e+00,  7.518e-01, -1.031e-01,  7.206e-01,  4.591e-03, -1.504e-02, -2.062e-03,  1.441e-02,  1.060e-02,  7.518e-02,  1.376e+03, -1.101e+03,  1.060e-02, -2.168e-19,  4.288e+01,  3.042e+02,  2.134e-03,  1.507e-01, -9.151e-01,  1.422e-01
 5.638e+05,  4.812e+00,  6.613e-01, -6.731e-02,  6.787e-01,  3.751e-03, -1.323e-02, -1.346e-03,  1.357e-02,  9.304e-03,  6.613e-02,  4.819e+02, -1.006e+03,  9.304e-03,  2.168e-19,  4.922e+01,  3.499e+02,  5.293e-03,  1.403e-01, -9.766e-01,  1.752e-01
 5.705e+05,  4.850e+00,  5.564e-01, -3.281e-02,  6.463e-01,  3.004e-03, -1.113e-02, -6.562e-04,  1.293e-02,  8.377e-03,  5.564e-02,  1.890e+02, -7.119e+02,  8.377e-03,  0.000e+00,  6.305e+01,  4.188e+02,  8.414e-03,  1.323e-01, -1.098e+00,  2.373e-01
 5.772e+05,  4.879e+00,  4.351e-01,  1.911e-03,  6.319e-01,  2.413e-03, -8.701e-03,  3.823e-05,  1.264e-02,  7.987e-03,  4.351e-02,  9.192e+01, -5.173e+02,  7.987e-03, -2.101e-19,  9.796e+01,  5.336e+02,  1.185e-02,  1.285e-01, -1.348e+00,  3.781e-01
 5.839e+05,  4.897e+00,  2.884e-01,  4.292e-02,  6.469e-01,  2.056e-03, -5.767e-03,  8.585e-04,  1.294e-02,  8.408e-03,  2.884e-02,  5.400e+01, -3.870e+02,  8.408e-03, -2.168e-19,  2.243e+02,  7.692e+02,  1.649e-02,  1.311e-01, -1.943e+00,  8.418e-01
 5.906e+05,  4.892e+00,  9.234e-02,  1.074e-01,  7.131e-01,  2.161e-03, -1.847e-03,  2.148e-03,  1.426e-02,  1.040e-02,  9.234e-03,  3.787e+01, -2.886e+02,  1.040e-02, -2.168e-19,  1.287e+03,  1.143e+03,  2.469e-02,  1.453e-01, -2.685e+00,  4.305e+00
 5.973e+05,  4.814e+00, -2.182e-01,  2.579e-01,  8.830e-01,  3.713e-03,  4.363e-03,  5.157e-03,  1.766e-02,  1.692e-02, -2.182e-02,  3.221e+01, -2.020e+02,  1.692e-02,  1.735e-18,  5.156e+02, -6.646e+02,  4.516e-02,  1.855e-01,  2.931e+00,  1.312e+00
 6.040e+05,  4.318e+00, -8.036e-01,  8.662e-01,  1.244e+00,  1.363e-02,  1.607e-02,  1.732e-02,  2.488e-02,  4.595e-02, -8.036e-02,  3.502e+01, -1.087e+02,  4.595e-02,  3.469e-18,  1.035e+02, -1.809e+02,  1.421e-01,  3.145e-01,  1.432e+00,  1.366e-01
 6.107e+05,  2.541e+00,  6.226e-01,  2.339e+00, -6.232e-01,  4.918e-02, -1.245e-02,  4.679e-02, -1.246e-02,  1.172e-01,  6.226e-02,  5.561e+01,  2.659e+01,  1.172e-01, -1.041e-17,  4.555e+01,  2.419e+01,  8.118e-01, -4.441e-01,  9.544e-01, -1.181e-02
 6.175e+05,  4.333e+00,  1.264e+00,  4.507e-01, -1.044e+00,  1.335e-02, -2.528e-02,  9.014e-03, -2.089e-02,  2.588e-02,  1.264e-01,  2.010e+02,  3.622e+02,  2.588e-02,  0.000e+00,  3.167e+01,  1.547e+02,  3.105e-02, -2.501e-01,  7.934e-01, -6.235e-02
 6.242e+05,  4.752e+00,  8.228e-01,  1.070e-01, -6.995e-01,  4.957e-03, -1.646e-02,  2.140e-03, -1.399e-02,  1.001e-02,  8.228e-02,  1.066e+03, -1.190e+03,  1.001e-02, -4.337e-19,  3.390e+01,  2.786e+02, -2.880e-03, -1.467e-01,  8.153e-01, -1.155e-01
 6.309e+05,  4.875e+00,  4.977e-01,  3.609e-03, -6.012e-01,  2.499e-03, -9.953e-03,  7.218e-05, -1.202e-02,  7.228e-03,  4.977e-02,  7.714e+01, -5.006e+02,  7.228e-03,  7.928e-19,  6.864e+01,  4.726e+02, -1.173e-02, -1.221e-01,  1.138e+00, -2.785e-01
 6.376e+05,  4.897e+00,  1.290e-01, -1.034e-01, -6.893e-01,  2.052e-03, -2.580e-03, -2.068e-03, -1.379e-02,  9.717e-03,  1.290e-02,  3.266e+01, -2.779e+02,  9.717e-03,  0.000e+00,  8.941e+02,  1.187e+03, -2.480e-02, -1.401e-01,  2.883e+00, -3.094e+00
 6.443e+05,  4.464e+00, -6.878e-01, -7.138e-01, -1.187e+00,  1.071e-02,  1.376e-02, -1.428e-02, -2.374e-02,  3.836e-02, -6.878e-02,  3.262e+01, -1.201e+02,  3.836e-02,  6.939e-18,  1.262e+02, -2.263e+02, -1.162e-01, -2.837e-01, -1.577e+00, -1.905e-01
 6.510e+05,  3.804e+00,  1.459e+00, -9.229e-01,  1.253e+00,  2.393e-02, -2.918e-02, -1.846e-02,  2.506e-02,  4.844e-02,  1.459e-01,  1.028e+02,  1.724e+02,  4.844e-02,  0.000e+00,  3.402e+01,  1.025e+02, -1.014e-01,  3.683e-01, -8.238e-01,  4.293e-02
 6.577e+05,  4.768e+00,  8.108e-01, -8.963e-02,  6.626e-01,  4.633e-03, -1.622e-02, -1.793e-03,  1.325e-02,  8.942e-03,  8.108e-02,  5.374e+02, -1.076e+03,  8.942e-03,  2.168e-19,  3.144e+01,  2.851e+02,  4.696e-03,  1.382e-01, -7.847e-01,  1.136e-01
 6.644e+05,  4.901e+00,  3.581e-01,  3.762e-02,  5.980e-01,  1.988e-03, -7.161e-03,  7.525e-04,  1.196e-02,  7.180e-03,  3.581e-02,  3.926e+01, -3.588e+02,  7.180e-03, -2.711e-19,  1.300e+02,  6.482e+02,  1.651e-02,  1.208e-01, -1.523e+00,  5.281e-01
 6.711e+05,  4.653e+00, -4.845e-01,  4.941e-01,  1.065e+00,  6.934e-03,  9.691e-03,  9.881e-03,  2.130e-02,  2.757e-02, -4.845e-02,  2.974e+01, -1.435e+02,  2.757e-02, -3.469e-18,  1.942e+02, -3.412e+02,  8.145e-02,  2.374e-01,  1.936e+00,  3.659e-01
 6.779e+05,  4.228e+00,  1.351e+00,  5.202e-01, -1.081e+00,  1.544e-02, -2.702e-02,  1.040e-02, -2.162e-02,  2.878e-02,  1.351e-01,  1.838e+02,  3.240e+02,  2.878e-02,  0.000e+00,  2.972e+01,  1.395e+02,  3.751e-02, -2.677e-01,  7.691e-01, -5.445e-02
 6.846e+05,  4.855e+00,  6.139e-01,  2.171e-02, -5.725e-01,  2.905e-03, -1.228e-02,  4.343e-04, -1.145e-02,  6.565e-03,  6.139e-02,  8.237e+01, -5.442e+02,  6.565e-03,  1.626e-19,  4.125e+01,  3.857e+02, -1.027e-02, -1.166e-01,  8.912e-01, -1.755e-01
