      Freq,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),    Re(Pin),    Im(Pin),   Re(Zout),   Im(Zout),   Re(Pout),   Im(Pout),    Re(Zin),    Im(Zin),     Re(Av),     Im(Av),     Re(Ai),     Im(Ai)
 5.306e+06,  4.956e+00,  4.685e-01, -3.911e-04,  2.050e-03,  5.907e-04, -6.247e-03, -5.214e-06,  2.733e-05,  5.806e-08,  3.124e-02,  1.474e-03,  7.933e+02,  5.806e-08,  0.000e+00,  1.474e-03,  7.933e+02, -3.946e-05,  4.173e-04, -4.414e-03, -4.173e-04
 5.510e+06,  4.959e+00,  4.513e-01, -3.364e-04,  1.833e-03,  5.477e-04, -6.018e-03, -4.485e-06,  2.444e-05,  4.629e-08,  3.009e-02,  1.268e-03,  8.240e+02,  4.629e-08, -1.654e-24,  1.268e-03,  8.240e+02, -3.392e-05,  3.727e-04, -4.095e-03, -3.727e-04
 5.714e+06,  4.962e+00,  4.353e-01, -2.909e-04,  1.645e-03,  5.093e-04, -5.805e-03, -3.879e-06,  2.194e-05,  3.722e-08,  2.902e-02,  1.096e-03,  8.548e+02,  3.722e-08, -8.272e-25,  1.096e-03,  8.548e+02, -2.932e-05,  3.341e-04, -3.808e-03, -3.341e-04
 5.918e+06,  4.964e+00,  4.204e-01, -2.529e-04,  1.482e-03,  4.748e-04, -5.606e-03, -3.372e-06,  1.976e-05,  3.015e-08,  2.803e-02,  9.526e-04,  8.856e+02,  3.015e-08,  0.000e+00,  9.526e-04,  8.856e+02, -2.547e-05,  3.008e-04, -3.551e-03, -3.008e-04
 6.122e+06,  4.967e+00,  4.065e-01, -2.209e-04,  1.340e-03,  4.436e-04, -5.420e-03, -2.945e-06,  1.787e-05,  2.460e-08,  2.710e-02,  8.318e-04,  9.163e+02,  2.460e-08,  0.000e+00,  8.318e-04,  9.163e+02, -2.224e-05,  2.717e-04, -3.319e-03, -2.717e-04
 6.327e+06,  4.969e+00,  3.935e-01, -1.938e-04,  1.216e-03,  4.155e-04, -5.247e-03, -2.584e-06,  1.621e-05,  2.021e-08,  2.623e-02,  7.296e-04,  9.471e+02,  2.021e-08,  4.136e-25,  7.296e-04,  9.471e+02, -1.950e-05,  2.462e-04, -3.109e-03, -2.462e-04
 6.531e+06,  4.971e+00,  3.813e-01, -1.707e-04,  1.106e-03,  3.899e-04, -5.084e-03, -2.276e-06,  1.475e-05,  1.670e-08,  2.542e-02,  6.426e-04,  9.778e+02,  1.670e-08,  0.000e+00,  6.426e-04,  9.778e+02, -1.717e-05,  2.239e-04, -2.918e-03, -2.238e-04
 6.735e+06,  4.973e+00,  3.698e-01, -1.510e-04,  1.009e-03,  3.666e-04, -4.930e-03, -2.013e-06,  1.346e-05,  1.389e-08,  2.465e-02,  5.681e-04,  1.009e+03,  1.389e-08,  8.272e-25,  5.681e-04,  1.009e+03, -1.518e-05,  2.041e-04, -2.745e-03, -2.041e-04
 6.939e+06,  4.974e+00,  3.590e-01, -1.340e-04,  9.235e-04,  3.454e-04, -4.786e-03, -1.786e-06,  1.231e-05,  1.161e-08,  2.393e-02,  5.042e-04,  1.039e+03,  1.161e-08, -2.068e-25,  5.042e-04,  1.039e+03, -1.347e-05,  1.866e-04, -2.586e-03, -1.866e-04
 7.143e+06,  4.976e+00,  3.488e-01, -1.193e-04,  8.470e-04,  3.259e-04, -4.650e-03, -1.591e-06,  1.129e-05,  9.756e-09,  2.325e-02,  4.490e-04,  1.070e+03,  9.756e-09,  4.136e-25,  4.490e-04,  1.070e+03, -1.199e-05,  1.711e-04, -2.441e-03, -1.711e-04
 7.347e+06,  4.977e+00,  3.391e-01, -1.066e-04,  7.788e-04,  3.081e-04, -4.521e-03, -1.422e-06,  1.038e-05,  8.239e-09,  2.261e-02,  4.011e-04,  1.101e+03,  8.239e-09,  2.068e-25,  4.011e-04,  1.101e+03, -1.071e-05,  1.572e-04, -2.307e-03, -1.572e-04
 7.551e+06,  4.978e+00,  3.300e-01, -9.557e-05,  7.177e-04,  2.917e-04, -4.400e-03, -1.274e-06,  9.570e-06,  6.990e-09,  2.200e-02,  3.595e-04,  1.131e+03,  6.990e-09,  1.034e-25,  3.595e-04,  1.131e+03, -9.599e-06,  1.448e-04, -2.185e-03, -1.448e-04
 7.755e+06,  4.979e+00,  3.213e-01, -8.591e-05,  6.628e-04,  2.765e-04, -4.285e-03, -1.145e-06,  8.838e-06,  5.957e-09,  2.142e-02,  3.231e-04,  1.162e+03,  5.957e-09,  1.034e-25,  3.231e-04,  1.162e+03, -8.627e-06,  1.337e-04, -2.071e-03, -1.337e-04
 7.959e+06,  4.980e+00,  3.131e-01, -7.744e-05,  6.134e-04,  2.625e-04, -4.175e-03, -1.033e-06,  8.179e-06,  5.097e-09,  2.088e-02,  2.912e-04,  1.193e+03,  5.097e-09,  0.000e+00,  2.912e-04,  1.193e+03, -7.775e-06,  1.237e-04, -1.967e-03, -1.237e-04
 8.163e+06,  4.981e+00,  3.053e-01, -6.999e-05,  5.688e-04,  2.495e-04, -4.071e-03, -9.332e-07,  7.584e-06,  4.379e-09,  2.036e-02,  2.632e-04,  1.224e+03,  4.379e-09, -1.034e-25,  2.632e-04,  1.224e+03, -7.025e-06,  1.146e-04, -1.870e-03, -1.146e-04
 8.367e+06,  4.982e+00,  2.979e-01, -6.341e-05,  5.283e-04,  2.375e-04, -3.972e-03, -8.455e-07,  7.045e-06,  3.776e-09,  1.986e-02,  2.384e-04,  1.254e+03,  3.776e-09,  0.000e+00,  2.384e-04,  1.254e+03, -6.364e-06,  1.064e-04, -1.780e-03, -1.064e-04
 8.571e+06,  4.983e+00,  2.908e-01, -5.759e-05,  4.917e-04,  2.263e-04, -3.878e-03, -7.679e-07,  6.556e-06,  3.267e-09,  1.939e-02,  2.165e-04,  1.285e+03,  3.267e-09,  0.000e+00,  2.165e-04,  1.285e+03, -5.779e-06,  9.901e-05, -1.696e-03, -9.901e-05
 8.776e+06,  4.984e+00,  2.841e-01, -5.242e-05,  4.583e-04,  2.159e-04, -3.788e-03, -6.990e-07,  6.111e-06,  2.837e-09,  1.894e-02,  1.971e-04,  1.316e+03,  2.837e-09, -5.170e-26,  1.971e-04,  1.316e+03, -5.259e-06,  9.226e-05, -1.618e-03, -9.226e-05
 8.980e+06,  4.985e+00,  2.777e-01, -4.782e-05,  4.279e-04,  2.062e-04, -3.702e-03, -6.376e-07,  5.705e-06,  2.472e-09,  1.851e-02,  1.798e-04,  1.346e+03,  2.472e-09,  0.000e+00,  1.798e-04,  1.346e+03, -4.797e-06,  8.611e-05, -1.546e-03, -8.611e-05
 9.184e+06,  4.985e+00,  2.715e-01, -4.371e-05,  4.001e-04,  1.972e-04, -3.620e-03, -5.828e-07,  5.335e-06,  2.160e-09,  1.810e-02,  1.643e-04,  1.377e+03,  2.160e-09, -5.170e-26,  1.643e-04,  1.377e+03, -4.384e-06,  8.050e-05, -1.478e-03, -8.050e-05
 9.388e+06,  4.986e+00,  2.656e-01, -4.004e-05,  3.747e-04,  1.887e-04, -3.542e-03, -5.338e-07,  4.995e-06,  1.893e-09,  1.771e-02,  1.505e-04,  1.408e+03,  1.893e-09,  0.000e+00,  1.505e-04,  1.408e+03, -4.015e-06,  7.536e-05, -1.414e-03, -7.536e-05
 9.592e+06,  4.986e+00,  2.600e-01, -3.674e-05,  3.513e-04,  1.807e-04, -3.467e-03, -4.898e-07,  4.684e-06,  1.664e-09,  1.733e-02,  1.381e-04,  1.438e+03,  1.664e-09, -2.585e-26,  1.381e-04,  1.438e+03, -3.684e-06,  7.065e-05, -1.355e-03, -7.065e-05
 9.796e+06,  4.987e+00,  2.546e-01, -3.377e-05,  3.299e-04,  1.733e-04, -3.395e-03, -4.503e-07,  4.399e-06,  1.466e-09,  1.697e-02,  1.269e-04,  1.469e+03,  1.466e-09,  0.000e+00,  1.269e-04,  1.469e+03, -3.386e-06,  6.633e-05, -1.299e-03, -6.633e-05
 1.000e+07,  4.988e+00,  2.494e-01, -3.110e-05,  3.102e-04,  1.663e-04, -3.325e-03, -4.147e-07,  4.136e-06,  1.296e-09,  1.663e-02,  1.169e-04,  1.500e+03,  1.296e-09,  2.585e-26,  1.169e-04,  1.500e+03, -3.118e-06,  6.235e-05, -1.247e-03, -6.235e-05
